run_name,tier,status,parameter_count,target_tokens,tokens_seen,final_general_loss,final_general_perplexity,final_structured_loss,final_structured_perplexity,best_general_loss,final_train_loss_ema,median_tokens_per_second,training_hours,peak_reserved_memory_gib
m30_low_50m_seed42,Low,completed,29990784,50000000,50003968,4.098571785725653,60.254170248948846,3.140945110791995,23.12571289446311,3.7996811624616385,4.076232529235817,36815.46258718052,0.3706872672672214,2.93359375
m30_medium_100m_seed42,Medium,completed,29990784,100000000,100007936,3.4811212439090014,32.49613775314229,2.9272315688584567,18.675856041273466,3.41757744923234,3.687224389757352,35150.30880483732,0.7822841339633407,2.93359375
m30_high_200m_seed42,High,completed,29990784,200000000,200015872,3.105861349031329,22.328443277658433,2.312779777825124,10.102468276731228,2.952391404658556,3.096195302149226,40379.54664170155,1.3840771630958293,2.93359375
