run_name,tier,status,parameter_count,target_tokens,tokens_seen,final_general_loss,final_general_perplexity,final_structured_loss,final_structured_perplexity,best_general_loss,final_train_loss_ema,median_tokens_per_second,training_hours,peak_reserved_memory_gib
m60_low_25m_seed42,Low,completed,60439040,25000000,25001984,4.239541466115043,69.37603328230566,3.3455824702978134,28.37709967151211,3.8377240262925625,4.348144538140101,22145.826240509516,0.31410028890416797,2.544921875
m60_medium_50m_seed42,Medium,completed,60439040,50000000,50003968,3.807208606507629,45.024581964879204,3.1543342135846615,23.437427574815775,3.6139240246266127,3.9511243814975154,22154.640112981488,0.6276081077563875,2.544921875
m60_high_100m_seed42,High,completed,60439040,100000000,100007936,3.362825159681961,28.8706399397179,2.5811586640775204,13.212438071587517,3.1365470038726926,3.4510377929828264,22153.28059286472,1.2550619997485926,2.544921875
